issue,date,front1,front2,front3,front4,front5,back1,back2
2018046,2018-04-23,10,20,22,29,32,05,10
2018047,2018-04-25,03,08,10,14,20,04,08
2018048,2018-04-28,02,03,11,20,25,02,07
2018049,2018-04-30,04,07,09,10,13,06,12
2018050,2018-05-02,22,24,26,34,35,06,12
2018051,2018-05-05,09,18,28,29,35,03,11
2018052,2018-05-07,05,16,18,19,25,02,07
2018053,2018-05-09,11,16,21,23,25,02,12
2018054,2018-05-12,09,10,12,20,30,01,07
2018055,2018-05-14,03,07,20,33,34,09,10
2018056,2018-05-16,02,04,16,28,34,05,07
2018057,2018-05-19,13,19,22,27,28,05,06
2018058,2018-05-21,09,11,12,26,32,04,10
2018059,2018-05-23,01,09,10,27,35,06,11
2018060,2018-05-26,04,22,27,29,31,02,10
2018061,2018-05-28,04,10,12,28,31,08,11
2018062,2018-05-30,12,14,19,23,35,02,07
2018063,2018-06-02,05,14,15,32,34,03,10
2018064,2018-06-04,01,03,04,11,29,02,04
2018065,2018-06-06,07,10,28,31,32,08,10
2018066,2018-06-09,01,20,23,32,33,01,04
2018067,2018-06-11,03,07,12,18,31,07,10
2018068,2018-06-13,08,12,16,26,33,05,06
2018069,2018-06-16,01,08,13,21,24,02,11
2018070,2018-06-18,02,05,10,16,30,04,07
2018071,2018-06-20,02,05,23,30,31,03,09
2018072,2018-06-23,05,12,17,24,26,01,02
2018073,2018-06-25,13,19,24,25,29,02,08
2018074,2018-06-27,03,09,12,28,30,04,12
2018075,2018-06-30,01,06,12,20,34,04,12
2018076,2018-07-02,07,18,28,29,32,06,08
2018077,2018-07-04,01,06,09,15,26,08,09
2018078,2018-07-07,07,11,12,22,30,03,06
2018079,2018-07-09,03,04,10,27,29,01,05
2018080,2018-07-11,07,16,24,26,31,10,11
2018081,2018-07-14,02,10,13,21,35,01,12
2018082,2018-07-16,01,02,14,17,18,08,10
2018083,2018-07-18,07,12,25,27,28,10,11
2018084,2018-07-21,06,11,17,22,35,11,12
2018085,2018-07-23,01,02,14,25,31,05,07
2018086,2018-07-25,16,22,24,29,31,04,05
2018087,2018-07-28,03,14,19,23,25,01,04
2018088,2018-07-30,08,09,21,25,33,01,08
2018089,2018-08-01,26,27,28,32,34,06,10
2018090,2018-08-04,06,20,24,33,34,04,11
2018091,2018-08-06,06,22,26,28,31,01,07
2018092,2018-08-08,05,07,14,18,19,04,10
2018093,2018-08-11,03,11,16,18,33,03,11
2018094,2018-08-13,11,16,25,30,34,08,10
2018095,2018-08-15,07,14,18,29,35,05,12
2018096,2018-08-18,13,14,20,28,34,06,10
2018097,2018-08-20,10,12,14,18,23,01,04
2018098,2018-08-22,02,15,18,25,27,05,07
2018099,2018-08-25,12,13,16,20,21,01,07
2018100,2018-08-27,06,20,21,26,30,06,09
2018101,2018-08-29,03,14,15,23,29,04,05
2018102,2018-09-01,06,07,13,22,24,10,12
2018103,2018-09-03,14,24,26,28,35,02,03
2018104,2018-09-05,01,13,14,26,28,07,11
2018105,2018-09-08,01,16,19,20,31,02,07
2018106,2018-09-10,04,14,17,24,31,01,04
2018107,2018-09-12,07,08,09,10,22,03,04
2018108,2018-09-15,09,10,24,31,32,07,12
2018109,2018-09-17,10,16,23,25,34,02,05
2018110,2018-09-19,06,19,21,27,28,03,11
2018111,2018-09-22,03,16,27,28,32,04,05
2018112,2018-09-24,03,07,08,09,29,09,10
2018113,2018-09-26,08,12,27,31,33,04,08
2018114,2018-09-29,12,18,26,28,29,05,06
2018115,2018-10-01,02,06,13,18,25,01,02
2018116,2018-10-03,01,14,17,21,33,07,10
2018117,2018-10-06,07,11,13,22,29,03,08
2018118,2018-10-08,04,05,14,21,34,06,09
2018119,2018-10-10,06,09,11,16,35,02,05
2018120,2018-10-13,21,22,25,27,30,08,09
2018121,2018-10-15,06,07,21,29,30,01,10
2018122,2018-10-17,08,09,21,30,31,05,12
2018123,2018-10-20,06,09,29,32,35,02,04
2018124,2018-10-22,08,10,12,19,20,10,11
2018125,2018-10-24,07,16,20,21,34,04,06
2018126,2018-10-27,11,13,15,21,27,05,06
2018127,2018-10-29,01,03,04,11,29,08,12
2018128,2018-10-31,11,12,14,16,26,08,09
2018129,2018-11-03,04,07,21,22,29,03,06
2018130,2018-11-05,03,04,16,18,25,01,11
2018131,2018-11-07,12,14,21,32,33,02,11
2018132,2018-11-10,03,16,22,23,27,01,04
2018133,2018-11-12,08,12,14,15,19,01,10
2018134,2018-11-14,04,05,19,31,35,02,12
2018135,2018-11-17,14,19,23,27,34,06,12
2018136,2018-11-19,03,11,12,19,21,05,11
2018137,2018-11-21,07,10,22,23,33,08,11
2018138,2018-11-24,01,23,24,28,33,04,05
2018139,2018-11-26,05,11,16,28,35,06,09
2018140,2018-11-28,01,06,08,12,15,03,04
2018141,2018-12-01,03,07,23,26,33,04,09
2018142,2018-12-03,19,24,28,29,34,10,11
2018143,2018-12-05,04,07,20,22,33,01,02
2018144,2018-12-08,06,17,18,24,31,07,11
2018145,2018-12-10,09,18,29,31,33,06,11
2018146,2018-12-12,03,08,09,13,33,01,02
2018147,2018-12-15,01,11,26,33,35,02,10
2018148,2018-12-17,02,06,24,33,34,02,03
2018149,2018-12-19,01,07,10,11,20,03,06
2018150,2018-12-22,05,12,13,31,34,10,12
2018151,2018-12-24,04,08,18,29,30,03,07
2018152,2018-12-26,02,04,05,12,28,08,11
2018153,2018-12-29,03,06,07,08,21,01,08
2018154,2018-12-31,14,22,23,26,30,03,05
2019001,2019-01-02,06,18,23,26,28,03,12
2019002,2019-01-05,02,07,14,22,31,01,07
2019003,2019-01-07,04,08,18,20,32,10,12
2019004,2019-01-09,15,16,17,31,32,03,09
2019005,2019-01-12,21,26,27,29,34,05,06
2019006,2019-01-14,14,17,19,25,30,04,08
2019007,2019-01-16,03,12,16,29,32,01,05
2019008,2019-01-19,03,08,17,20,24,06,11
2019009,2019-01-21,03,09,15,18,26,06,12
2019010,2019-01-23,03,07,24,25,27,02,12
2019011,2019-01-26,04,12,13,16,17,04,09
2019012,2019-01-28,05,09,17,18,19,07,10
2019013,2019-01-30,08,10,15,17,18,01,08
2019014,2019-02-02,12,14,20,28,31,09,11
2019015,2019-02-11,02,05,10,13,30,04,06
2019016,2019-02-13,03,05,13,16,28,02,06
2019017,2019-02-16,01,05,07,22,25,03,04
2019018,2019-02-18,03,18,19,26,34,06,12
2019019,2019-02-20,04,11,19,25,32,01,02
2019020,2019-02-23,01,08,16,27,34,03,12
2019021,2019-02-25,07,13,17,24,33,01,10
2019022,2019-02-27,01,04,14,15,21,01,05
2019023,2019-03-02,01,03,14,26,30,06,11
2019024,2019-03-04,11,17,19,29,33,08,09
2019025,2019-03-06,06,13,16,19,29,03,07
2019026,2019-03-09,10,12,15,17,19,02,03
2019027,2019-03-11,16,18,24,25,27,02,07
2019028,2019-03-13,06,22,28,29,33,02,07
2019029,2019-03-16,01,04,18,24,28,02,03
2019030,2019-03-18,07,09,13,14,33,02,04
2019031,2019-03-20,03,08,21,26,33,04,05
2019032,2019-03-23,01,04,07,11,30,07,08
2019033,2019-03-25,01,02,04,16,24,07,09
2019034,2019-03-27,08,12,15,27,30,01,02
2019035,2019-03-30,01,03,05,07,18,08,09
2019036,2019-04-01,03,09,21,28,30,01,12
2019037,2019-04-03,06,16,26,33,35,04,08
2019038,2019-04-06,05,11,16,18,27,07,12
2019039,2019-04-08,01,12,18,26,35,06,12
2019040,2019-04-10,01,03,31,32,34,01,03
2019041,2019-04-13,12,19,20,22,28,02,06
2019042,2019-04-15,04,10,13,28,33,11,12
2019043,2019-04-17,02,06,07,12,15,06,12
2019044,2019-04-20,03,06,10,12,31,01,02
2019045,2019-04-22,01,04,16,19,33,03,12
2019046,2019-04-24,02,08,14,15,35,10,12
2019047,2019-04-27,03,04,10,16,32,04,09
2019048,2019-04-29,06,10,16,29,33,05,11
2019049,2019-05-01,10,16,22,26,27,07,11
2019050,2019-05-04,04,15,16,20,35,03,12
2019051,2019-05-06,11,15,16,20,29,04,08
2019052,2019-05-08,04,10,15,20,24,07,11
2019053,2019-05-11,01,11,19,26,35,11,12
2019054,2019-05-13,02,18,23,27,30,05,10
2019055,2019-05-15,02,04,06,19,22,02,06
2019056,2019-05-18,01,07,10,12,23,06,08
2019057,2019-05-20,08,14,16,34,35,06,12
2019058,2019-05-22,03,10,13,14,32,07,11
2019059,2019-05-25,07,08,15,27,32,08,12
2019060,2019-05-27,01,11,12,18,21,08,10
2019061,2019-05-29,01,02,13,14,26,05,11
2019062,2019-06-01,05,16,23,25,28,01,12
2019063,2019-06-03,05,08,15,18,21,04,08
2019064,2019-06-05,07,08,13,19,29,11,12
2019065,2019-06-08,03,08,10,23,27,02,12
2019066,2019-06-10,04,10,11,18,31,05,08
2019067,2019-06-12,03,08,11,15,16,02,10
2019068,2019-06-15,04,05,08,17,27,06,11
2019069,2019-06-17,08,22,23,33,34,04,06
2019070,2019-06-19,02,13,15,22,34,02,12
2019071,2019-06-22,07,13,14,15,22,07,11
2019072,2019-06-24,02,04,06,09,18,07,10
2019073,2019-06-26,04,11,19,20,24,08,11
2019074,2019-06-29,08,09,13,14,34,05,07
2019075,2019-07-01,05,06,07,11,16,02,11
2019076,2019-07-03,01,06,11,23,29,01,11
2019077,2019-07-06,01,15,17,21,33,07,10
2019078,2019-07-08,05,10,21,26,30,01,07
2019079,2019-07-10,10,13,16,28,35,04,05
2019080,2019-07-13,05,13,18,19,24,02,07
2019081,2019-07-15,06,24,26,30,33,02,07
2019082,2019-07-17,06,18,20,21,31,03,04
2019083,2019-07-20,17,24,26,28,32,07,09
2019084,2019-07-22,12,23,25,34,35,01,07
2019085,2019-07-24,04,05,06,15,26,08,11
2019086,2019-07-27,05,15,16,28,31,02,07
2019087,2019-07-29,05,06,18,19,27,07,12
2019088,2019-07-31,01,05,18,27,33,06,08
2019089,2019-08-03,09,14,18,33,34,03,12
2019090,2019-08-05,13,19,28,30,33,02,12
2019091,2019-08-07,04,13,20,26,28,03,12
2019092,2019-08-10,02,11,15,27,30,02,05
2019093,2019-08-12,16,17,26,29,35,01,07
2019094,2019-08-14,01,12,14,26,27,07,09
2019095,2019-08-17,03,12,17,19,31,02,06
2019096,2019-08-19,02,12,22,23,27,02,06
2019097,2019-08-21,10,17,20,30,35,10,12
2019098,2019-08-24,13,15,17,19,22,03,04
2019099,2019-08-26,04,06,18,27,33,07,09
2019100,2019-08-28,05,08,12,19,21,06,11
2019101,2019-08-31,05,11,18,19,27,05,06
2019102,2019-09-02,05,10,15,19,31,03,06
2019103,2019-09-04,05,12,22,27,32,04,07
2019104,2019-09-07,02,07,19,22,28,03,05
2019105,2019-09-09,01,04,09,14,17,01,06
2019106,2019-09-11,05,08,10,32,35,02,10
2019107,2019-09-14,05,09,19,27,35,02,03
2019108,2019-09-16,24,27,28,31,34,04,08
2019109,2019-09-18,02,07,08,20,25,11,12
2019110,2019-09-21,01,19,23,24,30,04,05
2019111,2019-09-23,06,15,20,23,27,08,10
2019112,2019-09-25,03,10,16,21,33,05,06
2019113,2019-09-28,03,11,27,34,35,01,02
2019114,2019-09-30,03,05,07,20,23,04,11
2019115,2019-10-09,01,18,21,28,32,05,12
2019116,2019-10-12,02,10,16,21,23,02,12
2019117,2019-10-14,01,18,21,25,35,07,08
2019118,2019-10-16,02,03,13,19,26,02,03
2019119,2019-10-19,03,06,09,23,34,02,11
2019120,2019-10-21,06,15,17,22,25,01,09
2019121,2019-10-23,01,02,03,07,17,04,10
2019122,2019-10-26,05,19,25,31,33,10,11
2019123,2019-10-28,03,13,15,26,30,05,12
2019124,2019-10-30,07,17,26,27,30,06,12
2019125,2019-11-02,05,08,09,14,34,02,05
2019126,2019-11-04,05,09,16,18,30,04,07
2019127,2019-11-06,04,07,08,11,16,09,11
2019128,2019-11-09,20,21,25,34,35,03,12
2019129,2019-11-11,10,13,18,23,30,06,12
2019130,2019-11-13,01,13,20,21,26,04,10
2019131,2019-11-16,05,06,14,27,29,06,10
2019132,2019-11-18,03,05,06,13,18,10,12
2019133,2019-11-20,03,12,24,27,34,01,12
2019134,2019-11-23,05,06,07,14,17,10,11
2019135,2019-11-25,04,05,19,25,26,01,11
2019136,2019-11-27,03,16,20,26,29,03,09
2019137,2019-11-30,03,05,12,13,26,07,12
2019138,2019-12-02,04,06,07,20,29,02,04
2019139,2019-12-04,01,05,07,08,11,06,10
2019140,2019-12-07,03,07,08,25,27,03,05
2019141,2019-12-09,02,10,20,21,35,01,12
2019142,2019-12-11,03,04,26,29,33,06,07
2019143,2019-12-14,04,22,23,24,32,06,12
2019144,2019-12-16,02,05,20,28,31,02,11
2019145,2019-12-18,05,09,19,22,32,03,05
2019146,2019-12-21,10,11,26,33,34,01,06
2019147,2019-12-23,09,12,19,22,33,07,08
2019148,2019-12-25,03,04,07,11,30,08,09
2019149,2019-12-28,01,02,07,33,35,06,10
2019150,2019-12-30,07,11,12,16,33,05,07
2020001,2020-01-01,17,25,26,32,34,04,07
2020002,2020-01-04,03,07,18,25,30,02,07
2020003,2020-01-06,23,25,26,30,34,03,07
2020004,2020-01-08,17,20,21,29,30,05,09
2020005,2020-01-11,06,10,33,34,35,01,03
2020006,2020-01-13,09,22,25,31,32,08,12
2020007,2020-01-15,02,10,19,24,30,05,08
2020008,2020-01-18,14,17,19,24,32,01,06
2020009,2020-01-20,19,29,31,34,35,06,10
2020010,2020-03-14,01,08,13,24,32,02,09
2020011,2020-03-16,02,13,19,22,23,02,07
2020012,2020-03-18,01,06,18,32,34,01,03
2020013,2020-03-21,01,04,05,11,35,03,09
2020014,2020-03-23,03,07,09,17,21,03,06
2020015,2020-03-25,01,07,23,24,26,03,07
2020016,2020-03-28,04,08,19,31,35,01,02
2020017,2020-03-30,01,06,07,09,10,02,11
2020018,2020-04-01,09,14,16,24,26,04,12
2020019,2020-04-04,01,12,22,23,33,01,12
2020020,2020-04-06,08,10,12,26,32,05,09
2020021,2020-04-08,10,12,24,31,33,04,09
2020022,2020-04-11,04,14,20,28,35,02,03
2020023,2020-04-13,04,11,23,26,30,01,06
2020024,2020-04-15,03,05,06,24,30,03,07
2020025,2020-04-18,02,14,21,22,26,05,07
2020026,2020-04-20,03,15,26,32,34,08,12
2020027,2020-04-22,04,07,20,25,32,03,09
2020028,2020-04-25,04,05,28,34,35,01,08
2020029,2020-04-27,11,14,17,22,30,07,09
2020030,2020-04-29,01,08,17,27,30,05,06
2020031,2020-05-02,01,02,05,15,21,04,05
2020032,2020-05-04,02,03,09,16,32,03,04
2020033,2020-05-06,07,19,20,31,34,05,08
2020034,2020-05-09,11,13,20,27,31,02,04
2020035,2020-05-11,10,11,22,26,28,02,04
2020036,2020-05-13,01,05,11,12,26,02,07
2020037,2020-05-16,01,04,10,11,14,02,05
2020038,2020-05-18,04,15,20,22,24,01,09
2020039,2020-05-20,01,05,15,22,31,02,09
2020040,2020-05-23,02,17,20,28,29,01,07
2020041,2020-05-25,07,13,20,29,34,04,07
2020042,2020-05-27,03,04,05,11,22,05,06
2020043,2020-05-30,12,13,17,31,32,01,06
2020044,2020-06-01,01,03,22,28,30,02,05
2020045,2020-06-03,02,09,16,23,27,03,08
2020046,2020-06-06,15,24,27,30,34,04,12
2020047,2020-06-08,04,18,27,28,30,03,10
2020048,2020-06-10,03,09,10,15,16,07,09
2020049,2020-06-13,03,11,15,22,30,08,10
2020050,2020-06-15,03,14,16,22,34,02,06
2020051,2020-06-17,02,07,09,19,33,01,07
2020052,2020-06-20,09,11,26,28,35,06,07
2020053,2020-06-22,02,15,18,21,27,03,06
2020054,2020-06-24,11,14,15,19,20,03,07
2020055,2020-06-27,03,04,12,18,34,10,12
2020056,2020-06-29,03,11,25,29,34,03,06
2020057,2020-07-01,17,20,21,22,31,02,08
2020058,2020-07-04,01,15,19,26,27,05,10
2020059,2020-07-06,01,15,22,28,32,03,11
2020060,2020-07-08,12,14,25,34,35,03,12
2020061,2020-07-11,07,08,12,21,26,01,06
2020062,2020-07-13,01,05,14,23,31,02,07
2020063,2020-07-15,11,18,20,21,33,06,07
2020064,2020-07-18,05,10,23,34,35,01,11
2020065,2020-07-20,13,15,26,32,33,05,07
2020066,2020-07-22,06,14,21,34,35,03,10
2020067,2020-07-25,01,08,14,16,28,04,10
2020068,2020-07-27,15,20,23,26,33,02,08
2020069,2020-07-29,05,07,26,30,31,07,10
2020070,2020-08-01,01,22,30,31,32,04,12
2020071,2020-08-03,01,12,16,28,33,03,12
2020072,2020-08-05,11,15,18,20,27,05,06
2020073,2020-08-08,04,10,12,23,27,08,09
2020074,2020-08-10,03,09,10,12,21,04,11
2020075,2020-08-12,02,09,10,21,35,01,07
2020076,2020-08-15,01,08,18,28,30,10,12
2020077,2020-08-17,17,23,28,29,32,01,03
2020078,2020-08-19,14,18,20,28,34,10,11
2020079,2020-08-22,04,16,24,29,35,02,12
2020080,2020-08-24,03,06,22,24,25,09,10
2020081,2020-08-26,01,13,15,32,35,08,10
2020082,2020-08-29,02,11,12,21,34,04,08
2020083,2020-08-31,01,02,17,32,34,04,09
2020084,2020-09-02,02,10,20,24,31,06,12
2020085,2020-09-05,03,04,11,15,28,02,03
2020086,2020-09-07,08,11,15,20,28,04,10
2020087,2020-09-09,01,04,20,23,29,04,08
2020088,2020-09-12,02,07,23,26,35,01,12
2020089,2020-09-14,13,16,20,22,27,01,02
2020090,2020-09-16,05,06,27,28,29,11,12
2020091,2020-09-19,12,16,20,23,31,05,12
2020092,2020-09-21,08,11,17,31,35,07,11
2020093,2020-09-23,06,14,25,27,28,04,11
2020094,2020-09-26,04,06,07,08,16,02,08
2020095,2020-09-28,02,18,25,26,32,02,07
2020096,2020-09-30,07,08,10,25,28,03,11
2020097,2020-10-05,05,25,27,30,34,06,12
2020098,2020-10-07,04,09,15,24,35,04,10
2020099,2020-10-10,02,03,11,15,27,04,12
2020100,2020-10-12,04,05,08,22,33,07,10
2020101,2020-10-14,03,04,05,09,34,07,09
2020102,2020-10-17,07,11,18,20,29,09,12
2020103,2020-10-19,07,12,13,19,23,02,08
2020104,2020-10-21,03,12,23,26,30,04,07
2020105,2020-10-24,03,08,12,13,22,04,12
2020106,2020-10-26,02,03,11,14,27,04,10
2020107,2020-10-28,01,04,13,17,28,03,07
2020108,2020-10-31,02,03,06,07,33,08,09
2020109,2020-11-02,02,20,21,23,32,06,12
2020110,2020-11-04,11,16,20,21,28,05,11
2020111,2020-11-07,05,07,09,20,28,02,07
2020112,2020-11-09,08,11,13,30,32,02,06
2020113,2020-11-11,06,14,18,28,33,02,05
2020114,2020-11-14,10,12,21,24,30,03,07
2020115,2020-11-16,01,09,18,19,23,01,09
2020116,2020-11-18,08,10,12,16,22,03,09
2020117,2020-11-21,07,19,20,23,24,05,10
2020118,2020-11-23,01,09,15,30,33,04,09
2020119,2020-11-25,14,22,24,28,32,07,08
2020120,2020-11-28,05,25,26,30,35,04,10
2020121,2020-11-30,09,17,27,28,35,03,08
2020122,2020-12-02,08,19,29,34,35,06,11
2020123,2020-12-05,01,07,11,15,21,04,11
2020124,2020-12-07,11,15,24,26,35,04,05
2020125,2020-12-09,01,02,03,08,22,01,04
2020126,2020-12-12,01,04,09,22,28,04,12
2020127,2020-12-14,01,04,17,18,26,03,10
2020128,2020-12-16,09,12,13,26,33,04,10
2020129,2020-12-19,10,22,27,33,34,01,11
2020130,2020-12-21,16,17,23,26,32,02,12
2020131,2020-12-23,08,25,27,29,35,02,03
2020132,2020-12-26,03,15,16,17,21,07,10
2020133,2020-12-28,11,24,26,33,35,08,09
2020134,2020-12-30,08,11,13,22,25,04,07
2021001,2021-01-02,02,06,12,19,33,08,09
2021002,2021-01-04,02,16,26,31,34,09,11
2021003,2021-01-06,07,21,28,31,35,04,10
2021004,2021-01-09,05,10,17,23,28,02,08
2021005,2021-01-11,03,07,10,12,35,03,05
2021006,2021-01-13,04,22,25,28,35,04,05
2021007,2021-01-16,05,23,30,34,35,08,10
2021008,2021-01-18,05,19,20,27,33,03,08
2021009,2021-01-20,01,03,20,29,32,05,12
2021010,2021-01-23,01,05,16,22,34,08,11
2021011,2021-01-25,06,09,11,14,21,01,03
2021012,2021-01-27,06,12,20,23,33,01,09
2021013,2021-01-30,21,27,28,30,34,08,11
2021014,2021-02-01,07,13,20,27,29,04,09
2021015,2021-02-03,04,08,17,19,25,01,07
2021016,2021-02-06,08,09,10,19,34,01,02
2021017,2021-02-08,17,21,26,29,32,02,07
2021018,2021-02-20,02,20,23,26,34,05,10
2021019,2021-02-22,01,12,13,28,29,03,04
2021020,2021-02-24,07,21,22,30,33,04,06
2021021,2021-02-27,16,18,29,33,35,09,12
2021022,2021-03-01,02,12,22,30,33,02,04
2021023,2021-03-03,07,09,13,16,32,02,09
2021024,2021-03-06,11,14,21,24,31,02,10
2021025,2021-03-08,17,18,23,30,31,10,12
2021026,2021-03-10,07,11,20,24,27,01,11
2021027,2021-03-13,09,21,22,26,30,04,12
2021028,2021-03-15,02,03,05,17,29,04,10
2021029,2021-03-17,02,06,10,32,33,04,07
2021030,2021-03-20,18,23,25,26,32,02,07
2021031,2021-03-22,01,04,19,20,34,03,05
2021032,2021-03-24,01,11,14,34,35,07,10
2021033,2021-03-27,01,03,05,30,32,01,05
2021034,2021-03-29,08,10,14,25,34,07,08
2021035,2021-03-31,05,11,16,30,32,03,04
2021036,2021-04-03,08,17,25,28,33,07,11
2021037,2021-04-05,10,21,27,29,33,04,12
2021038,2021-04-07,09,11,20,29,32,01,07
2021039,2021-04-10,04,12,14,21,35,02,11
2021040,2021-04-12,02,03,09,16,19,03,07
2021041,2021-04-14,02,05,09,11,32,04,09
2021042,2021-04-17,09,15,20,23,29,04,05
2021043,2021-04-19,07,12,17,19,34,01,10
2021044,2021-04-21,06,18,31,33,35,10,11
2021045,2021-04-24,01,04,06,11,19,07,09
2021046,2021-04-26,06,08,12,14,18,06,08
2021047,2021-04-28,01,06,09,25,33,04,08
2021048,2021-05-01,04,07,17,21,27,10,12
2021049,2021-05-03,01,10,22,23,25,02,12
2021050,2021-05-05,09,22,32,33,35,05,10
2021051,2021-05-08,01,04,14,16,19,03,04
2021052,2021-05-10,02,11,13,14,30,09,12
2021053,2021-05-12,03,06,15,17,35,07,11
2021054,2021-05-15,03,06,17,20,25,03,09
2021055,2021-05-17,03,06,10,11,24,10,11
2021056,2021-05-19,03,11,16,21,26,09,10
2021057,2021-05-22,05,07,19,20,28,05,07
2021058,2021-05-24,13,15,17,23,34,01,11
2021059,2021-05-26,04,16,27,28,35,02,09
2021060,2021-05-29,09,13,25,31,33,03,07
2021061,2021-05-31,15,19,20,26,32,04,07
2021062,2021-06-02,04,06,23,32,34,05,07
2021063,2021-06-05,05,09,14,29,30,09,11
2021064,2021-06-07,01,17,19,32,34,06,10
2021065,2021-06-09,23,25,30,31,35,07,08
2021066,2021-06-12,24,26,29,34,35,09,11
2021067,2021-06-14,01,04,22,23,34,08,09
2021068,2021-06-16,02,20,21,26,30,02,10
2021069,2021-06-19,01,03,24,32,33,04,06
2021070,2021-06-21,03,20,21,22,24,06,12
2021071,2021-06-23,08,11,16,29,35,01,04
2021072,2021-06-26,02,03,15,22,26,03,11
2021073,2021-06-28,08,12,14,20,24,06,10
2021074,2021-06-30,11,14,18,20,25,03,07
2021075,2021-07-03,06,14,15,17,20,01,05
2021076,2021-07-05,06,13,22,25,26,02,04
2021077,2021-07-07,02,06,09,21,25,06,08
2021078,2021-07-10,02,08,17,19,25,01,05
2021079,2021-07-12,06,14,19,26,33,08,11
2021080,2021-07-14,15,16,20,29,30,06,10
2021081,2021-07-17,05,13,24,29,35,07,08
2021082,2021-07-19,01,14,22,29,33,03,10
2021083,2021-07-21,07,09,11,26,35,01,08
2021084,2021-07-24,02,10,14,30,33,06,09
2021085,2021-07-26,01,12,15,26,35,10,11
2021086,2021-07-28,02,03,07,16,17,06,10
2021087,2021-07-31,10,14,15,25,28,03,10
2021088,2021-08-02,02,14,31,34,35,01,07
2021089,2021-08-04,01,17,24,28,35,10,12
2021090,2021-08-07,06,07,19,26,32,06,12
2021091,2021-08-09,01,04,10,21,29,03,05
2021092,2021-08-11,12,14,27,28,34,03,07
2021093,2021-08-14,20,25,27,28,31,08,11
2021094,2021-08-16,05,06,24,27,33,05,12
2021095,2021-08-18,10,15,19,20,30,11,12
2021096,2021-08-21,07,08,10,20,21,01,05
2021097,2021-08-23,11,26,30,31,33,03,10
2021098,2021-08-25,02,07,21,27,33,07,09
2021099,2021-08-28,15,19,27,28,30,03,04
2021100,2021-08-30,07,11,23,26,28,02,07
2021101,2021-09-01,13,18,19,27,32,06,11
2021102,2021-09-04,02,08,11,16,23,02,07
2021103,2021-09-06,04,10,23,30,31,05,11
2021104,2021-09-08,23,25,26,30,33,03,11
2021105,2021-09-11,07,10,11,17,18,04,09
2021106,2021-09-13,02,13,14,32,34,02,12
2021107,2021-09-15,03,05,13,20,25,07,11
2021108,2021-09-18,05,19,22,26,35,02,06
2021109,2021-09-20,03,04,07,27,31,06,09
2021110,2021-09-22,11,14,29,31,32,11,12
2021111,2021-09-25,07,08,15,19,28,08,09
2021112,2021-09-27,18,21,22,23,35,11,12
2021113,2021-09-29,17,18,25,27,28,04,08
2021114,2021-10-06,08,09,13,29,30,01,11
2021115,2021-10-09,08,13,19,20,29,06,10
2021116,2021-10-11,04,25,28,29,35,03,11
2021117,2021-10-13,11,18,21,22,33,05,06
2021118,2021-10-16,14,17,18,28,34,02,03
2021119,2021-10-18,01,02,09,16,30,09,10
2021120,2021-10-20,05,10,21,25,31,05,11
2021121,2021-10-23,02,15,19,29,30,02,09
2021122,2021-10-25,14,15,26,27,29,04,05
2021123,2021-10-27,08,23,26,27,33,08,09
2021124,2021-10-30,10,17,22,25,35,07,09
2021125,2021-11-01,17,19,21,27,31,04,09
2021126,2021-11-03,01,11,12,34,35,09,12
2021127,2021-11-06,01,02,15,17,26,02,11
2021128,2021-11-08,14,17,18,23,27,05,08
2021129,2021-11-10,02,16,17,18,34,04,10
2021130,2021-11-13,02,03,14,27,28,05,10
2021131,2021-11-15,06,08,16,34,35,05,06
2021132,2021-11-17,04,21,28,29,33,03,11
2021133,2021-11-20,08,09,17,26,28,06,08
2021134,2021-11-22,02,06,14,19,28,01,06
2021135,2021-11-24,04,07,17,29,31,05,06
2021136,2021-11-27,08,12,19,27,33,02,05
2021137,2021-11-29,02,07,13,14,19,04,05
2021138,2021-12-01,09,11,12,15,31,05,11
2021139,2021-12-04,05,13,18,23,34,08,09
2021140,2021-12-06,05,24,26,33,35,09,12
2021141,2021-12-08,02,08,16,29,34,05,12
2021142,2021-12-11,11,13,17,19,25,02,09
2021143,2021-12-13,09,17,19,29,34,04,11
2021144,2021-12-15,03,20,25,30,34,02,09
2021145,2021-12-18,03,08,25,29,30,01,06
2021146,2021-12-20,03,05,08,18,20,09,11
2021147,2021-12-22,01,02,08,12,26,01,07
2021148,2021-12-25,01,04,12,16,29,04,08
2021149,2021-12-27,20,26,28,30,35,10,11
2021150,2021-12-29,04,10,11,23,26,07,10
2022001,2022-01-01,08,11,19,22,29,03,11
2022002,2022-01-03,04,06,07,09,24,04,12
2022003,2022-01-05,02,18,24,25,34,08,12
2022004,2022-01-08,07,20,27,30,33,03,04
2022005,2022-01-10,02,13,17,19,34,05,09
2022006,2022-01-12,01,05,07,17,20,05,12
2022007,2022-01-15,05,22,23,25,35,03,11
2022008,2022-01-17,01,02,13,18,34,06,07
2022009,2022-01-19,13,14,18,31,33,07,10
2022010,2022-01-22,04,19,25,31,35,02,11
2022011,2022-01-24,03,05,17,24,32,05,12
2022012,2022-01-26,03,05,10,33,34,07,10
2022013,2022-02-09,04,09,16,25,32,05,06
2022014,2022-02-12,01,04,10,18,32,01,09
2022015,2022-02-14,01,02,08,12,30,05,12
